課綱,跨部,跨系,已選,停修與否,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,性質,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,,,2550106,GQ501F,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,林志輝,4-34.,教學412,,,,,大一修課，財法一乙、原專班一為主，理學院不得選修,通識中心,75,65,2,2,12,國語,,4
◎,,,,,2550107,GQ501G,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,陳民樺,3-78.,教學412,,,,,大一修課，應華一乙為主，理學院不得選修,通識中心,75,56,2,0.5,19,國語,,9
◎,,,,,2550107,GQ501G,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,林冠汶,3-78.,教學412,,,,,大一修課，應華一乙為主，理學院不得選修,通識中心,75,56,2,2,19,國語,,9
◎,,,,,2550108,GQ501H,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,林冠汶,3-CD.,教學412,,,,,大一修課，產設組一為主，理學院不得選修,通識中心,75,38,2,2,17,國語,,12
◎,,,,,2550108,GQ501H,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,陳民樺,3-CD.,教學412,,,,,大一修課，產設組一為主，理學院不得選修,通識中心,75,38,2,0.5,17,國語,,12
◎,,,,不得停修,2550109,GQ501I,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,莊家翔,3-56.,教學412,,,,,大一修課，商設組一為主，理學院不得選修,通識中心,75,66,2,0.5,10,國語,,2
◎,,,,,2550110,GQ501J,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,虞沛鐸,2-12.,教學412,,,,,大一修課，國貿一甲為主，理學院不得選修,通識中心,75,67,2,0.5,10,國語,,1
◎,,,,,2550111,GQ501K,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,虞沛鐸,2-34.,教學412,,,,,大一修課，資管一甲為主，理學院不得選修,通識中心,75,65,2,0.5,12,國語,,0
◎,,,,,2550112,GQ501L,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,余執彰,1-78.,教學412,,,,,大一修課，應外一甲為主，理學院不得選修,通識中心,75,54,2,0.5,15,國語,,8
◎,,,,,2550113,GQ501M,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,劉洪鈞,1-CD.,教學412,,,,,大一修課，財金一甲為主，理學院不得選修,通識中心,75,55,2,0.5,11,國語,,10
◎,,,,,2550115,GQ501O,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,高欣欣,5-78.,科學B04,,,,,大一完成修課，理學院學生修習為主,通識中心,105,94,2,0,23,國語,,1
◎,,,,,2550115,GQ501O,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,沈志霖,5-78.,科學B04,,,,,大一完成修課，理學院學生修習為主,通識中心,105,94,2,2,23,國語,,1
◎,,,,,2550116,GQ501P,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,鄭吉豐,5-78.,理講堂,,,,,大一完成修課，理學院學生修習為主,通識中心,105,93,2,1,21,國語,,4
◎,,,,,2550116,GQ501P,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,詹雅雯,5-78.,理講堂,,,,,大一完成修課，理學院學生修習為主,通識中心,105,93,2,1,21,國語,,4
◎,,,,,2550117,GQ501Q,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,金亭佑,5-78.,科學B03,,,,,大一完成修課，理學院學生修習為主,通識中心,105,93,2,2,20,國語,,4
◎,,,,,2550117,GQ501Q,GQ501,自然科學導論,Introduction to Natural Science,科學,基礎必修通識,必修,半,2,張紘睿,5-78.,科學B03,,,,,大一完成修課，理學院學生修習為主,通識中心,105,93,2,0,20,國語,,4
◎,,,,,2560101,GQ601A,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,連立川,5-56.,工學115,,,,,大一完成修課，工學院學生優先選修,通識中心,80,74,2,1,18,國語,,3
◎,,,,,2560101,GQ601A,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,林明璋,5-56.,工學115,,,,,大一完成修課，工學院學生優先選修,通識中心,80,74,2,1,18,國語,,3
◎,,,,,2560102,GQ601B,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,黃郁慈,5-78.,工學307,,,,,"大一完成修課，工學院學生優先選修	",通識中心,80,70,2,1,16,國語,,5
◎,,,,,2560102,GQ601B,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,王琳麒,5-78.,工學307,,,,,"大一完成修課，工學院學生優先選修	",通識中心,80,70,2,1,16,國語,,5
◎,,,,,2560103,GQ601C,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,陳民樺,5-56.,工學224,,,,,大一完成修課，工學院學生優先選修,通識中心,70,56,2,1,19,國語,,6
◎,,,,,2560103,GQ601C,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,林明璋,5-56.,工學224,,,,,大一完成修課，工學院學生優先選修,通識中心,70,56,2,1,19,國語,,6
◎,,,,,2560104,GQ601D,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,王琳麒,5-56.,教學312,,,,,大一完成修課，工學院學生優先選修,通識中心,70,54,2,1,14,國語,,8
◎,,,,,2560104,GQ601D,GQ601,工程與科技,Introduction to Engineering and Technology,科技,基礎必修通識,必修,半,2,連立川,5-56.,教學312,,,,,大一完成修課，工學院學生優先選修,通識中心,70,54,2,1,14,國語,,8
◎,,,,,2560105,GQ601E,GQ601,工程與科技,Introduction to Engineering and Technology,科學,基礎必修通識,必修,半,2,陳民樺,5-78.,工學309,,,,,大一完成修課，工學院學生優先選修,通識中心,70,58,2,1,12,國語,,4
◎,,,,,2560105,GQ601E,GQ601,工程與科技,Introduction to Engineering and Technology,科學,基礎必修通識,必修,半,2,黃郁慈,5-78.,工學309,,,,,大一完成修課，工學院學生優先選修,通識中心,70,58,2,1,12,國語,,4
◎,,,,,2560201,GQ602A,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,陳至信,5-56.,工學313,,,,,大一完成修課，電資學院學生優先選修,通識中心,80,59,2,0,33,國語,,11
◎,,,,,2560201,GQ602A,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,吳水泉,5-56.,工學313,,,,,大一完成修課，電資學院學生優先選修,通識中心,80,59,2,2,33,國語,,11
◎,,,,,2560202,GQ602B,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,吳水泉,5-78.,教學615,,,,,大一完成修課，電資學院學生優先選修,通識中心,80,65,2,2,27,國語,,5
◎,,,,,2560202,GQ602B,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,許世哲,5-78.,教學615,,,,,大一完成修課，電資學院學生優先選修,通識中心,80,65,2,0,27,國語,,5
◎,,,,,2560203,GQ602C,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,莊家翔,5-78.,教學608,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,56,2,0,21,國語,,6
◎,,,,,2560203,GQ602C,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,陳至信,5-78.,教學608,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,56,2,2,21,國語,,6
◎,,,,,2560204,GQ602D,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,蘇志文,5-56.,教學608,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,56,2,0,28,國語,,6
◎,,,,,2560204,GQ602D,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,莊家翔,5-56.,教學608,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,56,2,2,28,國語,,6
◎,,,,,2560205,GQ602E,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,蘇志文,5-78.,教學510,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,63,2,2,20,國語,,4
◎,,,,,2560205,GQ602E,GQ602,電資與人類文明,Electrical Engineering and Human Civilization,科技,基礎必修通識,必修,半,2,王佳盈,5-78.,教學510,,,,,大一完成修課，電資學院學生優先選修,通識中心,70,63,2,0,20,國語,,4
◎,,,,,2580101,GQ801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,基礎必修通識,必修,半,2,林麗裡,2-DE.,教學401,,,,,僑外生專班，具備最初階中文聽說讀寫能力。,通識中心,60,45,2,2,9,國語,,0
◎,,,,,2580102,GQ801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,基礎必修通識,必修,半,2,謝明憲,1-DE.,教學410,,,,,僑外生專班，具備中文聽說溝通能力，簡易讀寫能力。,通識中心,60,37,2,2,9,國語,,0
,,,,,2000001,GE000A,GE000,通識教育自主學習,self-directed learning on general education,延通,延伸選修通識,選修,半,1,,,,,,,,延伸通識選修，跨天人物我，非單一類別,通識中心,0,0,0,0,8,國語,,0
,,,,,2000002,GE000B,GD001,通識教育自主學習(一),self-directed learning on general education(I),延通,延伸選修通識,選修,半,1,,,,,,,,延伸通識選修，跨天人物我，非單一類別,通識中心,0,0,0,0,4,國語,,0
,,,,,2000003,GE000C,GD002,通識教育自主學習(二),self-directed learning on general education(II),延通,延伸選修通識,選修,半,1,,,,,,,,延伸通識選修，跨天人物我，非單一類別,通識中心,0,0,0,0,1,國語,,0
◎,,,,,2000101,GE001A,GE001,大學生生涯探索,Career Exploration for College Students,我,延伸選修通識,選修,半,2,秦羽力,2-DE.,教學618,,,,,,通識中心,60,48,2,1,257,國語,,0
◎,,,,,2000101,GE001A,GE001,大學生生涯探索,Career Exploration for College Students,我,延伸選修通識,選修,半,2,宋珮綺,2-DE.,教學618,,,,,,通識中心,60,48,2,1,257,國語,,0
◎,,,,,2000801,GE008A,GE008,街頭行動藝術,Street Performance Art,我,延伸選修通識,選修,半,2,魏立心,4-34.,教學410,,,,,全英語授課,通識中心,60,43,2,2,435,英語,,0
◎,,,,,2000802,GE008B,GE008,街頭行動藝術,Street Performance Art,我,延伸選修通識,選修,半,2,魏立心,4-56.,教學615,,,,,全英語授課,通識中心,60,38,2,2,402,英語,,0
◎,,,,,2000901,GE009A,GE009,藝術和都市,Art and the City,我,延伸選修通識,選修,半,2,魏立心,3-78.,教學618,,,,,,通識中心,60,48,2,2,419,國語,,0
◎,,,,,2001501,GE015A,GE015,動漫文學,Animation and Manga Literature,我,延伸選修通識,選修,半,2,周文鵬,3-12.,教學615,,,,,,通識中心,60,48,2,2,1095,國語,,0
◎,,,,,2001502,GE015B,GE015,動漫文學,Animation and Manga Literature,我,延伸選修通識,選修,半,2,周文鵬,3-78.,懷恩105,,,,,,通識中心,60,48,2,2,1175,國語,,0
◎,,,,,2001701,GE017A,GE017,布袋戲與台灣文化,Pili Puppetry and Taiwanese culture,我,延伸選修通識,選修,半,2,賴皆興,2-12.,教學818,,,,,,通識中心,60,48,2,2,236,國語,,0
◎,,,,,2001702,GE017B,GE017,布袋戲與台灣文化,Pili Puppetry and Taiwanese culture,我,延伸選修通識,選修,半,2,賴皆興,2-34.,教學818,,,,,,通識中心,60,48,2,2,259,國語,,0
◎,,,,,2001901,GE019A,GE019,馬華文學,Malaysian Chinese Literature,我,延伸選修通識,選修,半,2,邱彩韻,5-56.,教學409,,,,,,通識中心,60,48,2,2,143,國語,,0
◎,,,,,2002001,GE020A,GE020,一起來玩音樂劇,Let''s Play Musical,我,延伸選修通識,選修,半,3,張浩,2-78C.,風雅頌,,,,,深碗課程，共3學分,通識中心,40,27,2,2,98,國語,,0
◎,,,,,2002101,GE021A,GE021,一起來玩音樂劇展演,Let''s Play Musical Performance,我,延伸選修通識,選修,半,1,張浩,2-C.,風雅頌,,,,,需同時修另一門，共3學分.密集上課時間另訂,通識中心,40,0,1,1,39,國語,,0
◎,,,,,2002401,GE024A,GE024,世界文學與藝術歌曲,Literature and art song,我,延伸選修通識,選修,半,2,羅明芳,4-12.,風雅頌,,,,,,通識中心,60,43,2,2,266,國語,,0
◎,,,,,2002701,GE027A,GE027,流行音樂詞曲賞析,Appreciation of Pop Music songs,我,延伸選修通識,選修,半,2,何厚華,1-56.,教學618,,,,,,通識中心,60,42,2,2,523,國語,,0
◎,,,,,2002801,GE028A,GE028,英語經典小說悅讀,Reading Classic Novels in English,我,延伸選修通識,選修,半,2,林慧茹,2-56.,教學409,,,,,全英語授課,通識中心,50,40,2,2,438,英語,,0
◎,,,,,2003701,GE037A,GE037,義大利生活與藝術,Italian Living and Arts,我,延伸選修通識,選修,半,2,羅明芳,4-34.,風雅頌,,,,,,通識中心,60,48,2,2,678,國語,,0
◎,,,,,2003801,GE038A,GE038,職場情緒軟功夫,Emotion Soft Skills for Workplace,我,延伸選修通識,選修,半,2,蔡秀玲,1-CD.,教學615,,,,,非同步遠距,通識中心,105,79,2,2,1348,國語,,0
◎,,,,,2003802,GE038B,GE038,職場情緒軟功夫,Emotion Soft Skills for Workplace,我,延伸選修通識,選修,半,2,蔡秀玲,1-EF.,教學615,,,,,非同步遠距,通識中心,105,80,2,2,1291,國語,,0
◎,,,,,2004001,GE040A,GE040,閱讀音樂,Music is Life,我,延伸選修通識,選修,半,2,林少英,4-56.,教學818,,,,,,通識中心,60,33,2,2,266,國語,,0
◎,,,,,2005201,GE052A,GE052,失落與悲傷療癒之旅,The healing journey of loss and sorrow,我,延伸選修通識,選修,半,1,葉安華,,,,,,,密集性上，上課日期：3/13.3/14,通識中心,30,24,1,1,314,國語,,0
◎,,,,不得停修,2005301,GE053A,GE053,科學傳播與敘事力,Science Communication and Narrative Ability,我,延伸選修通識,選修,半,2,許經夌,4-78.,全人415,,,,,,通識中心,30,24,2,1,87,國語,,0
◎,,,,不得停修,2005301,GE053A,GE053,科學傳播與敘事力,Science Communication and Narrative Ability,我,延伸選修通識,選修,半,2,黃文宗,4-78.,全人415,,,,,,通識中心,30,24,2,1,87,國語,,0
◎,,,,,2005401,GE054A,GE054,跨域思辨與表達,The Ways of Interdisciplinary Thinking and Presentation,我,延伸選修通識,選修,半,2,陳昭珍,4-34.,教學812,,,,,,通識中心,60,48,2,2,125,國語,,0
◎,,,,,2008901,GE089A,GE089,文化創意與敘事表達,Narrative in Cultural and Creative Practice,我,延伸選修通識,選修,半,2,周文鵬,4-78.,懷恩201,,,,,,通識中心,60,48,2,2,193,國語,,0
◎,,,,,2010001,GE100A,GE100,楚漢相爭之職場競爭力,Career competition ability of Chu-Han battle,人,延伸選修通識,選修,半,2,曾陽晴,3-DE.,教學812,,,,,非同步遠距課程,通識中心,40,27,2,2,526,國語,,0
◎,,,,,2010101,GE101A,GE101,臺灣文化資產賞析,Taiwan Appreciation of Culture Property,人,延伸選修通識,選修,半,2,曾德宜,5-56.,懷恩206,,,,,,通識中心,60,48,2,2,169,國語,,0
◎,,,,,2010102,GE101B,GE101,臺灣文化資產賞析,Taiwan Appreciation of Culture Property,人,延伸選修通識,選修,半,2,曾德宜,5-78.,懷恩206,,,,,,通識中心,60,48,2,2,131,國語,,0
◎,,,,,2010301,GE103A,GE103,行政學與公共管理,Public Administration and Management,人,延伸選修通識,選修,半,2,許恒禎,2-78.,教學615,,,,,,通識中心,85,63,2,2,268,國語,,0
◎,,,,,2010501,GE105A,GE105,財務金融理論與應用,Comprehension and Establishment of A Financial Literacy & Freedom Plan,人,延伸選修通識,選修,半,2,榮司提反,5-34.,圖書101,,,,,全英語授課，非同步遠距,通識中心,35,28,2,2,419,英語,,0
◎,,,,,2010601,GE106A,GE106,東南亞政治與社會,The Politics and Society of Southeast Asia,人,延伸選修通識,選修,半,2,謝尚伯,1-34.,教學618,,,,,,通識中心,60,48,2,2,191,國語,,0
◎,,,,,2010701,GE107A,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,曾蘭淑,2-EF.,教學410,,,,,,通識中心,60,48,2,2,198,國語,,0
◎,,,,,2010702,GE107B,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,陳永康,4-34.,教學302,,,,,,通識中心,60,48,2,1,170,國語,,0
◎,,,,,2010702,GE107B,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,田在勱,4-34.,教學302,,,,,,通識中心,60,48,2,1,170,國語,,0
◎,,,,,2010703,GE107C,GE107,國際現勢,Contemporary International Politics,人,延伸選修通識,選修,半,2,曾蘭淑,3-EF.,教學615,,,,,,通識中心,60,48,2,2,176,國語,,0
◎,,,,,2011601,GE116A,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,李郁錦,2-34.,全人108,,,,,人育學院特色通識，應華學生選修為主,通識中心,60,0,1,2,76,國語,,0
◎,,,,,2011602,GE116B,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,吳碩禹,2-CD.,教學615,,,,,人育院特色通識，應外系選修為主，全英語授課,通識中心,105,0,1,1,35,英語,,0
◎,,,,,2011602,GE116B,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,陳正婷,2-CD.,教學615,,,,,人育院特色通識，應外系選修為主，全英語授課,通識中心,105,0,1,1,35,英語,,0
◎,,,,,2011603,GE116C,GE116,教育倫理,Ethics in Education,人,延伸選修通識,選修,半,2,潘惠銘,2-CD.,全人207,,,,,人育學院特色通識，特教學生選修為主,通識中心,60,0,1,2,21,國語,,0
◎,,,,,2011701,GE117A,GE117,臺灣與世界,Taiwan and The World,人,延伸選修通識,選修,半,2,夏立言,4-34.,教學818,,,,,,通識中心,95,76,2,2,298,國語,,0
◎,,,,,2011901,GE119A,GE119,探索亞太安全議題,Exploring Asia-Pacific Security Issues,人,延伸選修通識,選修,半,2,黃基禎,2-CD.,教學302,,,,,全英語授課,通識中心,80,64,2,2,188,英語,,0
◎,,,,,2011902,GE119B,GE119,探索亞太安全議題,Exploring Asia-Pacific Security Issues,人,延伸選修通識,選修,半,2,黃基禎,2-EF.,教學302,,,,,全英語授課，外籍生優先選修,通識中心,80,38,2,2,121,英語,,26
◎,,,,,2012001,GE120A,GE120,社團學習與領導,Club Management and Leadership,人,延伸選修通識,選修,半,2,吳昱鋒,2-78.,活動203,,,,,,通識中心,60,35,2,2,99,國語,,13
◎,,,,,2012101,GE121A,GE121,文化資產與世界遺產,Cultural Heritage and World Heritage,人,延伸選修通識,選修,半,2,葉俊麟,3-78.,懷恩205,,,,,,通識中心,60,48,2,2,229,國語,,0
◎,,,,,2012601,GE126A,GE126,國際事務,International Affairs From Every Aspect,人,延伸選修通識,選修,半,2,林楚淇,3-78.,教學502,,,,,全英語授課,通識中心,60,48,2,2,328,英語,,0
◎,,,,,2012602,GE126B,GE126,國際事務,International Affairs From Every Aspect,人,延伸選修通識,選修,半,2,林楚淇,3-CD.,教學502,,,,,全英語授課,通識中心,60,48,2,2,335,英語,,0
◎,,,,,2013001,GE130A,GE130,國際菁英發展實務,Workshop for International Elites,人,延伸選修通識,選修,半,1,鄭詩萍,,,,,,,密集性上課，國際菁英學程學生優先選修，3/13、3/27整天上課，必須全程參加。,通識中心,60,10,1,0,52,國語,,0
◎,,,,,2013101,GE131A,GE131,職場溝通軟功夫,Communication Soft Power for Workplace,人,延伸選修通識,選修,半,2,鄧治東,3-78.,教學305A,,,,,,通識中心,40,27,2,2,316,國語,,0
